id,drug_text
750,"Its anticoagulant action is mediated through the inhibition of the vitamin K-mediated gamma-carboxylation of precursor proteins that are critical in forming the formation of active procoagulation factors II, VII, IX, and X, as well as the anticoagulant proteins C and S, in the liver.Anisindione is a synthetic anticoagulant and an indanedione derivative. It is prescribed only if you cannot take coumarin-type anticoagulants such as coumadin as anisindione is a powerful drug with serious potential side effects. Anticoagulants decrease the clotting ability of the blood and therefore help to prevent harmful clots from forming in the blood vessels. These medicines are sometimes called blood thinners, although they do not actually thin the blood. They also will not dissolve clots that already have formed, but they may prevent the clots from becoming larger and causing more serious problems.Like phenindione, to which it is related chemically, anisindione exercises its therapeutic action by reducing the prothrombin activity of the blood."
751,"Type I and II 5α-reductase enzymes convert testosterone into dihydrotestosterone (DHT), a primary hormonal mediator that plays a role in the development and enlargement of the prostate gland. However, unlike finasteride, dutasteride is not yet indicated for the treatment of androgenic alopecia although it was demonstrated to be effective in several randomized, double-blind, placebo-controlled trials in androgenetic alopecia.Dutasteride is a synthetic 4-azasteroid compound that selectively inhibits both the type I and type II isoforms of steroid 5α-reductase, an intracellular enzyme that converts testosterone to 5α-dihydrotestosterone (DHT). Dutasteride works by reducing the levels of circulating DHT. Compared to a 70% reduction of serum DHT levels caused by , a near-complete suppression of serum DHT-more than 90% is seen with dutasteride. By forming a stable complex with both type II and type II 5α-reductase, dutasteride inhibits its enzymatic action of converting testosterone to 5α-dihydrotestosterone (DHT), which is the androgen primarily responsible for the initial development and subsequent enlargement of the prostate gland."
752,"For topical application in the treatment of tinea pedis, tinea cruris, and tinea corporis caused by Trichophyton rubrum, Trichophyton mentagrophytes, Trichophyton tonsurans, Microsporum canis, Microsporum audouini, Microsporum gypseum, and Epidermophyton floccosum, in the treatment of cutaneous candidiasis, and in the treatment of tinea versicolor. A broad spectrum antimycotic with some action against Gram positive bacteria. It is used topically in dermatomycoses also orally and parenterally. Econazole is an antifungal medication related to fluconazole (Diflucan), ketoconazole (Nizoral), itraconazole (Sporanox), and clotrimazole (Lotrimin, Mycelex). This medication is effective only for infections caused by fungal organisms."
753,"Bicalutamide is indicated in combination with a luteinizing hormone-releasing hormone (LHRH) agonist for the treatment of Stage D2 metastatic carcinoma of the prostate.Bicalutamide is an oral non-steroidal anti-androgen for prostate cancer. It is comprised of a racemic mixture that is a 50:50 composition of the (R)-bicalutamide and (S)-bicalutamide enantionmers. Bicalutamide binds to the androgen receptor.Bicalutamide is an antineoplastic hormonal agent primarily used in the treatment of prostate cancer. Prostate cancer is mostly androgen-dependent and can be treated with surgical or chemical castration. To date, antiandrogen monotherapy has not consistently been shown to be equivalent to castration.Bicalutamide competes with androgen for the binding of androgen receptors, consequently blocking the action of androgens of adrenal and testicular origin which stimulate the growth of normal and malignant prostatic tissue."
754,"Rabeprazole is an antiulcer drug in the class of proton pump inhibitors. It reduces symptoms and prevents injury to the esophagus or stomach in patients with gastroesophageal reflux disease (GERD) or ulcers. Rabeprazole is a selective and irreversible proton pump inhibitor, suppresses gastric acid secretion by specific inhibition of the H+, K+ -ATPase, which is found at the secretory surface of parietal cells. Because this enzyme is regarded as the acid (proton) pump within the parietal cell, rabeprazole has been characterized as a gastric proton-pump inhibitor. In gastric parietal cells, rabeprazole is protonated, accumulates, and is transformed to an active sulfenamide."
755,"Pioglitazone is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. It is also available in combination with , , or  for the same indication.Pioglitazone is an antihyperglycemic used as an adjunct to diet, exercise, and other antidiabetic medications to manage type 2 diabetes mellitus. It is administered as a racemic mixture, though there is no pharmacologic difference between the enantiomers and they appear to interconvert _in vivo_ with little consequence. The thiazolidinedione class of medications, which also includes  and , exerts its pharmacological effect primarily by promoting insulin sensitivity and the improved uptake of blood glucose via agonism at the peroxisome proliferator-activated receptor-gamma (PPARγ). Pioglitazone should not be used in patients with active bladder cancer and should be used with caution in patients with a history of bladder cancer.Pioglitazone is a selective agonist at peroxisome proliferator-activated receptor-gamma (PPARγ) in target tissues for insulin action such as adipose tissue, skeletal muscle, and liver."
756,"Used to provide skeletal muscle relaxation as an adjunct to general anesthesia, for endotracheal intubation or to facilitate mechanical ventilation.Doxacurium chloride is a long-acting, nondepolarizing skeletal muscle relaxant for intravenous administration.Doxacurium chloride is a long-acting, nondepolarizing skeletal muscle relaxant. The neuromuscular block produced by doxacurium chloride may be antagonized by anticholinesterase agents. As with other nondepolarizing neuromuscular blocking agents, the more profound the neuromuscular block at reversal, the longer the time and the greater the dose of anticholinesterase required for recovery of neuromuscular function. Doxacurium chloride is approximately 2.5 to 3 times more potent than pancuronium and 10 to 12 times more potent than metocurine.Doxacurium chloride binds competitively to cholinergic receptors on the motor end-plate to antagonize the action of acetylcholine, resulting in a block of neuromuscular transmission (non-depolarizing). This action is antagonized by acetylcholinesterase inhibitors, such as neostigmine."
757,"Carvedilol is indicated to treat mild to severe heart failure, left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%, or hypertension.Carvedilol is a racemic mixture where the S(-) enantiomer is both a beta and alpha-1 adrenoceptor blocker, and the R(+) enantiomer is an alpha-1 adrenoceptor blocker. It is currently used to treat heart failure, left ventricular dysfunction, and hypertension. The dual action of carvedilol is advantageous in combination therapies as moderate doses of 2 drugs have a decreased incidence of adverse effects compared to high dose monotherapy in the treatment of moderate hypertension. It has a long duration of action as it is generally taken once daily and has a broad therapeutic index as patients generally take 10-80mg daily. Carvedilol's action on alpha-1 adrenergic receptors relaxes smooth muscle in vasculature, leading to reduced peripheral vascular resistance and an overall reduction in blood pressure."
758,"In oral and intravenous formulations, levofloxacin is indicated in adults for the treatment of various infections caused by susceptible bacteria, including infections of the upper respiratory tract, lower respiratory tract, skin, skin structures, urinary tract, and prostate. The oral formulation is also indicated in both adults and children 6 months of age and older for the post-exposure management of inhalational anthrax caused by _Bacillus anthracis_ and for the treatment and/or prophylaxis of plague caused by _Yersinia pestis_. Levofloxacin, along with other quinolones such as  and , is a member of the third generation of fluoroquinolones, colloquially referred to as the ""respiratory quinolones"" due to improved activity against gram-positive bacteria commonly implicated in respiratory infections. As antimicrobial susceptibility patterns are geographically distinct, local antibiograms should be consulted to ensure adequate coverage of relevant pathogens prior to use.Levofloxacin, like other fluoroquinolone antibiotics, exerts its antimicrobial activity via the inhibition of two key bacterial enzymes: DNA gyrase and topoisomerase IV. Bacterial topoisomerase IV, in addition to contributing to the relaxation of positive supercoils, is essential at the terminal stages of DNA replication and functions to “unlink” newly replicated chromosomes to allow for the completion of cell division."
759,"It lacks anti-inflammatory, analgesic, and diuretic properties.Sulfinpyrazone's pharmacologic activity is the potentiation of the urinary excretion of uric acid. It is useful for reducing the blood urate levels in patients with chronic tophaceous gout and acute intermittent gout, and for promoting the resorption of tophi.Sulfinpyrazone is an oral uricosuric agent (pyrazolone derivative) used to treat chronic or intermittent gouty arthritis. Sulfinpyrazone is not intended for the treatment of acute attacks because it lacks therapeutically useful analgesic and anti-inflammatory effects. Sulfinpyrazone and its sulfide metabolite possess COX inhibitory effects. Sulfinpyrazone is also known to be a cystic fibrosis transmembrane conductance regulator (CFTR) inhibitor as well as an inhibitor of several multridrug resistance proteins (MRPs)."
760,"For the treatment of the following infections (skin, UTI, ENT) caused by; S. pneumoniae, H. influenzae, staphylococci, S. pyogenes (group A beta-hemolytic streptococci), E. coli, P. mirabilis, Klebsiella sp, coagulase-negative staphylococci and Streptococcus pyogenes. Long-acting, broad-spectrum, water-soluble, cephalexin derivative. Cefadroxil, a first-generation cephalosporin antibiotic, is used to treat urinary tract infections, skin and skin structure infections, pharyngitis, and tonsillitis. Like all beta-lactam antibiotics, cefadroxil binds to specific penicillin-binding proteins (PBPs) located inside the bacterial cell wall, causing the inhibition of the third and last stage of bacterial cell wall synthesis. Cell lysis is then mediated by bacterial cell wall autolytic enzymes such as autolysins; it is possible that cefadroxil interferes with an autolysin inhibitor."
761,"Indicated for the treatment of candidemia, acute disseminated candidiasis, and certain other invasive Candida infections, as well as esophageal candidiasis, and prophylaxis of Candida infections in patients undergoing hematopoietic stem cell transplantation. Micafungin is an antifungal drug. It belongs to the antifungal class of compounds known as echinocandins and exerts its effect by inhibiting the synthesis of 1,3-beta-D-glucan, an integral component of the fungal cell wall. Formerly known as FK463, micafungin is a semisynthetic lipopeptide synthesized from a fermentation product of Coleophoma empetri that works as an antifungal agent. It is a glucan synthesis inhibitor of the echinocandin structural class."
762,"Oral doxepin is approved for the following indications:    - Treatment of depression and/or anxiety. - Treatment of manic-depressive disorder. However, in 2010 it was approved for the treatment of insomnia. This effect on histamine receptors indicates effectiveness in skin conditions. Breaking its function according to the different effect, doxepin's antidepressive action is primarily associated with the inhibition of the central nervous system biogenic amine reuptake; more specifically, norepinephrine and serotonin at synaptic nerve terminals."
763,"For adjunctive treatment of: chronic simple (open-angle) glaucoma, secondary glaucoma, and preoperatively in acute angle-closure glaucoma where delay of surgery is desired in order to lower intraocular pressureA carbonic anhydrase inhibitor that is used in the treatment of glaucoma.Dichlorphenamide is an oral carbonic anhydrase inhibitor indicated for adjunctive treatment of: chronic simple (open-angle) glaucoma, secondary glaucoma, and preoperatively in acute angle-closure glaucoma where delay of surgery is desired in order to lower intraocular pressure. Carbonic anhydrase inhibitors reduce intraocular pressure by partially suppressing the secretion of aqueous humor (inflow).Carbonic anhydrase inhibitors reduce intraocular pressure by partially suppressing the secretion of aqueous humor (inflow), although the mechanism by which they do this is not fully understood. Evidence suggests that HCO3- ions are produced in the ciliary body by hydration of carbon dioxide under the influence of carbonic anhydrase and diffuse into the posterior chamber which contains more Na+ and HCO3- ions than does plasma and consequently is hypertonic. Water is then attracted to the posterior chamber by osmosis, resulting in a drop in pressure."
764,"Antihistamines used in the treatment of allergy act by competing with histamine for H 1-receptor sites on effector cells. Antihistamines antagonize, in varying degrees, most of the pharmacological effects of histamine, including urticaria and pruritus.Diphenylpyraline is an antihistamine that prevents, but does not reverse, responses mediated by histamine alone. Diphenylpyraline antagonizes most of the pharmacological effects of histamine, including urticaria and pruritus. Also, diphenylpyraline may exhibit anticholinergic actions (as do most of the antihistamines) and may thus provide a drying effect on the nasal mucosa.Antihistamines such as diphenylpyraline used in the treatment of allergy act by competing with histamine for H1-receptor sites on effector cells. This reduces the effects of histamine, leading to a temporary reduction of allergy symptoms."
765,"Its sale was discontinued in 2003 in some countries, due to the small possibility of hepatic (liver) injury. On May 20, 2004, Bristol-Myers Squibb discontinued the sale of Serzone in the United States.Nefazodone, an antidepressant synthetically derived phenylpiperazine, is used to treat major depression. Although it is structurally similar to trazodone, nefazodone has a mechanism of action different from other antidepressants and, hence, lacks the risk for major cardiovascular toxicity seen with tricyclics and insomnia and inhibition of REM sleep seen with the selective serotonin reuptake inhibitors.Within the serotonergic system, nefazodone acts as an antagonist at type 2 serotonin (5-HT2) post-synaptic receptors and, like fluoxetine-type antidepressants, inhibits pre-synaptic serotonin (5-HT) reuptake. Within the noradrenergic system, nefazodone inhibits norepinephrine uptake minimally. Nefazodone also antagonizes alpha(1)-adrenergic receptors, producing sedation, muscle relaxation, and a variety of cardiovascular effects."
766,"In depressed individuals, desipramine exerts a positive effect on mood. The antidepressant effects of TCAs are thought to be due to an overall increase in serotonergic neurotransmission. Desipramine exerts less anticholinergic and sedative side effects compared to tertiary amine TCAs, such as amitriptyline and clomipramine. Patients experiencing more severe depressive episodes may respond quicker than those with mild depressive symptoms.Desipramine is a tricyclic antidepressant (TCA) that selectively blocks reuptake of norepinephrine (noradrenaline) from the neuronal synapse. Chronic use of desipramine also leads to down-regulation of beta-adrenergic receptors in the cerebral cortex and sensitization of serotonergic receptors."
767,"Used for the production of complete anaesthesia of short duration, for the induction of general anaesthesia, and for inducing a hypnotic state.A barbiturate that is administered intravenously for the production of complete anesthesia of short duration, for the induction of general anesthesia, or for inducing a hypnotic state. Barbiturates act as nonselective depressants of the central nervous system (CNS), capable of producing all levels of CNS mood alteration from excitation to mild sedation, hypnosis, and deep coma. In sufficiently high therapeutic doses, barbiturates induce anesthesia.Thiamylal binds at a distinct binding site associated with a Cl- ionopore at the GABAA receptor, increasing the duration of time for which the Cl- ionopore is open. The post-synaptic inhibitory effect of GABA in the thalamus is, therefore, prolonged."
768,"For the treatment of bacterial infection caused by susceptible strains such as S. pneumoniae, H. influenzae, H. parainfluenzae, or M. catarrhalis, S. pneumoniae (including multi-drug resistant strains ), M. pneumoniae, C. pneumoniae, or K. pneumoniae. Gemifloxacin is a quinolone antibacterial agent with a broad-spectrum activity that is used in the treatment of acute bacterial exacerbation of chronic bronchitis and mild-to-moderate pneumonia. It is available in oral formulations. Gemifloxacin acts by inhibiting DNA synthesis through the inhibition of both DNA gyrase and topoisomerase IV, which are essential for bacterial growth. Gemifloxacin is a quinolone/fluoroquinolone antibiotic."
769,"When used as an aid to smoking cessation, bupropion is thought to confer its anti-craving and anti-withdrawal effects by inhibiting dopamine reuptake, which is thought to be involved in the reward pathways associated with nicotine, and through the antagonism of the nicotinic acetylcholinergic receptor. When used in combination with  in the marketed product ContraveⓇ for chronic weight management, the two components are thought to have effects on areas of the brain involved in the regulation of food intake. As norepinephrine has been shown to have anticonvulsant properties, bupropion's inhibitory effects on NET are thought to contribute to its pro-convulsant activity. When used as an aid to smoking cessation, bupropion is thought to confer its anti-craving and anti-withdrawal effects by inhibiting dopamine reuptake, which is thought to be involved in the reward pathways associated with nicotine, and through the antagonism of the nicotinic acetylcholinergic receptor (AChR), thereby blunting the effects of nicotine. When used in combination with  in the marketed product ContraveⓇ for chronic weight management, the two components are thought to have effects on areas of the brain involved in the regulation of food intake."
770,"For use, with concurrent leucovorin administration (leucovorin protection), as an alternative therapy for the treatment of moderate-to-severe Pneumocystis carinii pneumonia (PCP) in immunocompromised patients, including patients with the acquired immunodeficiency syndrome (AIDS). Also used to treat several types of cancer including colon cancer.A nonclassical folic acid inhibitor through its inhibition of the enzyme dihydrofolate reductase. Myelosuppression is its dose-limiting toxic effect.Trimetrexate, a non-classical folate antagonist, is a synthetic inhibitor of the enzyme dihydrofolate reductase (DHFR). During DNA synthesis and cellular reproduction, folic acid is reduced to tetrahydrofolic acid by the enzyme folic acid reductase. Inhibition of DHFR results in the depletion of this coenzyme, leading directly to interference with thymidylate biosynthesis, as well as inhibition of folate-dependent formyltransferases, and indirectly to inhibition of p.r.n."
771,"For use in the prophylaxis and therapy of ventricular fibrillation. Also used in the treatment of life-threatening ventricular arrhythmias, such as ventricular tachycardia, that have failed to respond to adequate doses of a first-line antiarrhythmic agent, such as lidocaine.Bretylium blocks the release of noradrenaline from the peripheral sympathetic nervous system, and is used in emergency medicine, cardiology, and other specialties for the acute management of ventricular tachycardia and ventricular fibrillation. The primary mode of action for bretylium is thought to be inhibition of voltage-gated K(+) channels. Recent evidence has shown that bretylium may also inhibit the Na,K-ATPase by binding to the extracellular K-site.Bretylium is a bromobenzyl quaternary ammonium compound which selectively accumulates in sympathetic ganglia and their postganglionic adrenergic neurons where it inhibits norepinephrine release by depressing adrenergic nerve terminal excitability. Bretylium also suppresses ventricular fibrillation and ventricular arrhythmias.Bretylium inhibits norepinephrine release by depressing adrenergic nerve terminal excitability."
772,"For the induction and maintenance of general anesthesiaA nonflammable, halogenated, hydrocarbon anesthetic that provides relatively rapid induction with little or no excitement. nitrous oxide is often given concomitantly. Because halothane may not produce sufficient muscle relaxation, supplemental neuromuscular blocking agents may be required. It does so by decreasing the extent of gap junction mediated cell-cell coupling and altering the activity of the channels that underlie the action potential.Halothane causes general anaethesia due to its actions on multiple ion channels, which ultimately depresses nerve conduction, breathing, cardiac contractility. Its immobilizing effects have been attributed to its binding to potassium channels in cholinergic neurons."
773,"Used for aborting second-trimester pregnancy (between the twelfth to eighteenth week of gestation) and in incomplete abortion or for therapeutic abortion in cases of intrauterine fetal death and congenital abnormalities incompatible with life. Also used at low-doses for medically indicated induction of labor at term. Also injected intra-arterially for use as a vasodilator to assist in angiography.The tromethamine (THAM) salt of the naturally occurring prostaglandin F2 alpha, dinoprost tromethamine occurs as a white to off-white, very hygroscopic, crystalline powder. Dinoprost tromethamine may also be known as dinoprost trometamol, PGF2 alpha THAM, or prostaglandin F2 alpha tromethamine.Dinoprost tromethamine is the tromethamine (THAM) salt of the naturally occurring prostaglandin F2alpha. Prostaglandin F2alpha&nbsp;has several pharmacologic effects on the female reproductive system, including stimulation of myometrial activity, relaxation of the cervix, inhibition of steroidogenesis by corpora lutea, and can potentially lyse corpora lutea.Dinoprost tromethamine appears to act directly on the myometrium, but this has not been completely established."
774,"It is also indicated for the production of local anesthesia by infiltration, peripheral and central nerve block, and a preservative-free form can also be used for lumbar and caudal epidural blocks. Similar to other local anesthetics, it increases the threshold for electrical excitation in nerves by slowing the propagation of the nerve impulse and reducing the rate of rise of the action potential. Chloroprocaine can be given as an injection, and is available in formulations with and without methylparaben as a preservative. However, at toxic blood concentrations, chloroprocaine may cause atrioventricular block and cardiac arrest, as well as decreased cardiac output and arterial blood pressure. A high concentration of chloroprocaine in plasma can also lead to central nervous system stimulation, depression, or both."
775,"Terazosin blocks adrenaline's action on alpha-1 adrenergic receptors, causing relaxation of smooth muscle in blood vessels and the prostate.Terazosin is a quinazoline derivative alpha-1-selective adrenergic blocker.Terazosin is selective for alpha-1-adrenoceptors but not their individual subtypes. Inhibition of these alpha-1-adrenoceptors results in relaxation of smooth muscle in blood vessels and the prostate, lowering blood pressure and improving urinary flow. It has also been shown that catecholamines induce factors responsible for mitogenesis and alpha-1-adrenergic receptor blockers inhibit this effect. A final long term mechanism of terazosin and other alpha-1-adrenergic receptor blockers is the induction of apoptosis of prostate cells. Treatment with terazosin enhances the expression of transforming growth factor beta-1 (TGF-beta1), which upregulates p27kip1, and the caspase cascade."
776,"Used in the treatment of urinary tract infections caused by some strains of E. coli and klebsiella and enterobacter species. Amdinocillin is not available in the United States.Amdinocillin is a novel, semisynthetic penicillin effective against many gram-negative bacteria. Organisms which produce high levels of plasma-mediated beta-lactamase are resistant to the drug.Amdinocillin is a stong and specific antagonist of Penicillin Binding Protein-2 (PBP 2). It is active against gram negative bacteria, preventing cell wall synthesis by inhibiting the activity of PBP2. Peptidoglycan is a polymer of sugars and amino acids that is the main component of bacterial cell walls."
777,"For the treatment of infections (respiratory tract, kidney, skin, soft tissue, UTI), urethral and cervical gonorrhoea.A synthetic fluoroquinolone (fluoroquinolones) antibacterial agent that inhibits the supercoiling activity of bacterial DNA gyrase, halting DNA replication.Ofloxacin is a quinolone/fluoroquinolone antibiotic. Ofloxacin is bactericidal and its mode of action depends on blocking of bacterial DNA replication by binding itself to an enzyme called DNA gyrase, which allows the untwisting required to replicate one DNA double helix into two. Notably the drug has 100 times higher affinity for bacterial DNA gyrase than for mammalian. Ofloxacin is a broad-spectrum antibiotic that is active against both Gram-positive and Gram-negative bacteria.Ofloxacin acts on DNA gyrase and toposiomerase IV, enzymes which, like human topoisomerase, prevents the excessive supercoiling of DNA during replication or transcription. By inhibiting their function, the drug thereby inhibits normal cell division."
778,"Indicated for the alleviation of symptoms of intermittent claudication (pain in the legs that occurs with walking and disappears with rest).Cilostazol is a quinolinone derivative and antiplatelet agent with vasodilating properties that has been used in the symptomatic treatment of intermittent claudication in patients with peripheral ischaemia. It is marketed under the brand name Pletal by Otsuka Pharmaceutical Co.. Cilostazol works by inhibiting both primary and secondary aggregation and reducing calcium-induced contractions.Cilostazol reduces the symptoms of intermittent claudication, as indicated by an increased walking distance. Intermittent claudication is pain in the legs that occurs with walking and disappears with rest. The pain occurs due to reduced blood flow to the legs.Cilostazol and several of its metabolites are cyclic AMP (cAMP) phosphodiesterase III inhibitors (PDE III inhibitors), inhibiting phosphodiesterase activity and suppressing cAMP degradation with a resultant increase in cAMP in platelets and blood vessels, leading to inhibition of platelet aggregation and vasodilation."
779,"Itraconazole is indicated for the treatment of the following fungal infections in immunocompromised and non-immunocompromised patients:    - Blastomycosis, pulmonary and extrapulmonary  - Histoplasmosis, including chronic cavitary pulmonary disease and disseminated, nonmeningeal histoplasmosis, and  - Aspergillosis, pulmonary and extrapulmonary, in patients who are intolerant of or who are refractory to amphotericin B therapy    It is also indicated for the treatment of the following fungal infections in non-immunocompromised patients:    - Onychomycosis of the toenail, with or without fingernail involvement, due to dermatophytes (tinea unguium)  - Onychomycosis of the fingernail due to dermatophytes (tinea unguium). Itraconazole oral solution is indicated for the treatment of oropharyngeal and esophageal candidiasis.First synthesized in the early 1980s, itraconazole is a broad-spectrum triazole antifungal agent used to treat a variety of infections. It is a 1:1:1:1 racemic mixture of four diastereomers, made up of two enantiomeric pairs, each possessing three chiral centers. Itraconazole was first approved in the US in 1992  and is available orally. It exhibits in vitro activity against _Blastomyces dermatitidis_, _Histoplasma capsulatum_, _Histoplasma duboisii_, _Aspergillus flavus_, _Aspergillus fumigatus_, and _Trichophyton_ species.Itraconazole mediates its antifungal activity by inhibiting 14α-demethylase, a fungal cytochrome P450 enzyme that converts lanosterol to ergosterol, a vital component of fungal cell membranes."
780,"For use with other anticancer drugs for the treatment of stage III and stage IV Hodgkin's disease.An antineoplastic agent used primarily in combination with mechlorethamine, vincristine, and prednisone (the MOPP protocol) in the treatment of Hodgkin's disease.Procarbazine is an antineoplastic in the class of alkylating agents and is used to treat various forms of cancer. Alkylating agents are so named because of their ability to add alkyl groups to many electronegative groups under conditions present in cells. This makes the strands unable to uncoil and separate. There is evidence that the drug may act by inhibition of protein, RNA and DNA synthesis. In addition, procarbazine may directly damage DNA."
781,"For induction of remission and consolidation in patients with acute promyelocytic leukemia (APL), and whose APL is characterized by the presence of the t(15;17) translocation or PML/RAR-alpha gene expressionArsenic trioxide is a chemotherapeutic agent of idiopathic function used to treat leukemia that is unresponsive to first line agents. It is suspected that arsenic trisulfide induces cancer cells to undergo apoptosis. In general, arsenic is known to be a naturally toxic substance capable of eliciting a variety of dangerous adverse effects. The enzyme thioredoxin reductase has recently been identified as a target for arsenic trioxide.Arsenic Trioxide is indicated for induction of remission and consolidation in patients with acute promyelocytic leukemia (APL) who are refractory to, or have relapsed from, retinoid and anthracycline chemotherapy.The mechanism of action of Arsenic Trioxide is not completely understood. Arsenic trioxide causes morphological changes and DNA fragmentation characteristic of apoptosis in NB4 human promyelocytic leukemia cells <i>in vitro</i>."
782,"For the treatment of moderate and severe hypertension, either alone or as an adjunct, and for the treatment of renal hypertension.An antihypertensive agent that acts by inhibiting selectively transmission in post-ganglionic adrenergic nerves. It is believed to act mainly by preventing the release of norepinephrine at nerve endings and causes depletion of norepinephrine in peripheral sympathetic nerve terminals as well as in tissues. High blood pressure may also increase the risk of heart attacks. It is a postganglionic sympathetic nerve terminal blocker that prevents the release of norepinephrine from nerve terminals.Guanethidine acts at the sympathetic neuroeffector junction by inhibiting or interfering with the release and/or distribution of norepinephrine (NE), rather than acting at the effector cell by inhibiting the association of norepinephrine with its receptors. It further reduces blood pressure by decreasing the degree of vasoconstriction that normally results from reflex sympathetic nervous activity upon assumption of the upright posture, thus reducing venous return and cardiac output more."
783,"For the treatment of major depressive disorder and bipolar disorder .A reversible monoamine oxidase inhibitor (MAOI) selective for isoform A (RIMA) used to treat major depressive disorder. Most meta-analyses and most studies indicate that in the acute management of depression, moclobemide is more efficacious than placebo medication and similarly efficacious as tricyclic antidepressants (TCA) or selective serotonin reuptake inhibitors (SSRIs). Due to negligible anticholinergic and antihistaminic actions, moclobemide has been better tolerated than tri- or heterocyclic antidepressants . A selective, reversible inhibitor of monoamine oxidase (MAO) which increases the . Besides its presence in sympathetic nerves, there is an abundant evidence that MAO-A is localized in noradrenergic neurons in the locus coeruleus and MAO-B is closely associated with serotonergic neurons of the raphe nucleus .The mechanism of action of moclobemide involves the selective, reversible inhibition of MAO-A."
784,"Indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomfort associated with acute painful musculo skeletal conditions.A muscarinic antagonist used to treat drug-induced parkinsonism and to relieve pain from muscle spasm.Orphenadrine is indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomfort associated with acute painful musculoskeletal conditions. Orphenadrine is an anticholinergic with a predominantly central effect and only a weak peripheral effect. Parkinson's syndrome is the consequence of a disturbed balance between cholinergic and dopaminergic neurotransmission in the basal ganglia caused by a decrease in dopamine. The effect is somewhat less on bradykinesia.Orphenadrine binds and inhibits both histamine H1 receptors and NMDA receptors. It may have a relaxing effect on skeletal muscle spasms and it has a mood elevating effect."
785,"For the treatment of all types of seizures except absence seizures.A barbituric acid derivative that acts as a nonselective central nervous system depressant. It promotes binding to inhibitory gamma-aminobutyric acid subtype receptors, and modulates chloride currents through receptor channels. It also inhibits glutamate induced depolarizations.Phenobarbital, the longest-acting barbiturate, is used for its anticonvulsant and sedative-hypnotic properties in the management of all seizure disorders except absence (petit mal).Phenobarbital acts on GABAA receptors, increasing synaptic inhibition. This has the effect of elevating seizure threshold and reducing the spread of seizure activity from a seizure focus. Phenobarbital may also inhibit calcium channels, resulting in a decrease in excitatory transmitter release."
786,"Cyclizine is used in the prevention and treatment of nausea, vomiting, and dizziness associated with motion sickness. Additionally, it has been used in the management of vertigo in diseases affecting the vestibular apparatus. The vomiting centre possesses neurons which are rich in muscarinic cholinergic and histamine containing synapses. These types of neurons are especially involved in transmission from the vestibular apparatus to the vomiting centre. Motion sickness principally involves overstimulation of these pathways due to various sensory stimuli."
787,"Used in the management of anxiety and in the treatment of muscle spasm.A non-benzodiazepine that is used in the management of anxiety. It has been suggested for use in the treatment of muscle spasm.Chlormezanone is a non-benzodiazepine muscle relaxant. It was discontinued worldwide in 1996 by its manufacturer due to confirmed serious and rare cutaneous reactions (toxic epidermal necrolysis).Chlormezanone binds to central benzodiazepine receptors which interact allosterically with GABA receptors. This potentiates the effects of the inhibitory neurotransmitter GABA, increasing the inhibition of the ascending reticular activating system and blocking the cortical and limbic arousal that occurs following stimulation of the reticular pathways."
788,"For the treatment of hypertension.Rescinnamine is an angiotensin-converting enzyme inhibitor used as an antihypertensive drug. Rescinnamine inhibits angiotensin-converting enzyme. ACE is a peptidyl dipeptidase that catalyzes the conversion of angiotensin I to the vasoconstrictor substance, angiotensin II. By inhibiting angiotensin II, aldosterone reabsorption is decreased as well as vasoconstriction. As angiotensin II is a vasoconstrictor and a negative-feedback mediator for renin activity, lower concentrations result in a decrease in blood pressure and stimulation of baroreceptor reflex mechanisms, which leads to decreased vasopressor activity and to decreased aldosterone secretion."
789,"Also used as a component of various chemotherapeutic regimens for the treatment of cervical cancer, as well as in conjunction with surgery and/or radiation therapy in the treatment of various soft tissue sarcomas. small cell lung cancer, and non-Hodgkin's lymphoma.Ifosfamide is a chemotherapeutic agent chemically related to the nitrogen mustards and a synthetic analog of cyclophosphamide. It is active as an alkylating agent and an immunosuppressive agent.Ifosfamide requires activation by microsomal liver enzymes to active metabolites in order to exert its cytotoxic effects. The stable urinary metabolite, 4-carboxyifosfamide, is formed upon opening of the ring. These urinary metabolites have not been found to be cytotoxic."
790,"It is used in the treatment of atrial and ventricular arrhythmias. Propafenone has local anesthetic activity approximately equal to procaine.The electrophysiological effect of propafenone manifests itself in a reduction of upstroke velocity (Phase 0) of the monophasic action potential. In Purkinje fibers, and to a lesser extent myocardial fibers, propafenone reduces the fast inward current carried by sodium ions, which is responsible for the drugs antiarrhythmic actions. Diastolic excitability threshold is increased and effective refractory period prolonged. Propafenone reduces spontaneous automaticity and depresses triggered activity."
