id,drug_text
1431,"It is used to treat skin and skin structure infections, intra-abdominal infections, and gynecological infections caused by susceptible bacteria.Sulbactam is indicated in adults for the treatment of hospital-acquired bacterial pneumonia and ventilator-associated bacterial pneumonia (HABP/VABP), caused by susceptible isolates of _Acinetobacter baumannii-calcoaceticus_ complex.[L47336]Sulbactam is a beta (β)-lactamase inhibitor and a derivative of the basic penicillin nucleus.[L50131] When given in combination with β-lactam antibiotics, sulbactam produces a synergistic effect as it blocks the enzyme responsible for drug resistance by hydrolyzing β-lactams.[A263296]When given together with beta-lactam antibiotics, sulbactam broadens their antibacterial spectrum by blocking the enzyme involved in their hydrolysis.[A263296]    Sulbactam alone possesses weak intrinsic antibacterial activity except against the _Neisseriaceae_,[L50131] _Acinetobacter spp._, and _Bacteroides fragilis_ as it can bind to the penicillin-binding proteins.[A220863, A263301] Sulbactam restores the activity of beta-lactam antibiotics against a range of beta-lactamase-producing gram-positive and gram-negative bacteria.[L50131]Sulbactam is a competitive, irreversible bacterial beta (β)-lactamase inhibitor.[A263301] It is reported to be more potent against class C beta-lactamases.[A220863]"
1432,"Acetrizoic acid indication was to be used as a contrast agent for X-ray. Some information indicates its nephrotropic property as one of the characteristics for the utilization of acetrizoic acid.[A32135] The X-ray imaging depends on the difference in tissue density which is provided by an X-ray attenuation between the area of interest and the surrounding tissue. The use of contrast agents will provoke a contrast enhancement or opacification and it will improve the differentiation of pathological processes from normal tissue.[T125]Acetrizoic acid presents the molecular formula of 3-acetamidol-2,4,6-triiodobenzoic acid[L1702] and it is the first monomeric ionic compound used as an X-ray contrast agent.[A32135] It was first synthesized by Wallingford in 1953[A32136] and it was filled in the FDA by the Johnson & Johnson subsidiary, Cilag Chemie AG, on February 8th, 1978.[L1704] Acetrizoic acid presents, in the FDA records, a category of drug substance with an inactive status.[L1703]Iodine, a big component in acetrizoic acid, is an element with a high atomic density. This property causes attenuation of X-rays within the diagnostic energy spectrum. Thus, acetrizoic acid is a water-soluble and reasonably safe iodinated contrast agent that can be intravenously administered for clinical applications.[A32136]"
1433,"Radiopaque medium usually in oil; used in bronchography.Propyliodone (INN, trade name Dionosil) is a molecule used as a contrast medium in bronchography.It was developed by a team at Imperial Chemical Industries in the late 1930s."
1434,"Polymeric phosphoric acid ester of estradiol.Polyestradiol phosphate (PEP), sold under the brand name Estradurin, is an estrogen medication which is used primarily in the treatment of prostate cancer in men.[It is also used in women to treat breast cancer, as a component of hormone therapy to treat low estrogen levels and menopausal symptoms, and as a component of feminizing hormone therapy for transgender women. It is given by injection into muscle once every four weeks.Common side effects of PEP include headache, breast tenderness, breast development, feminization, sexual dysfunction, infertility, and vaginal bleeding.PEP is an estrogen and hence is an agonist of the estrogen receptor, the biological target of estrogens like estradiol. It is an estrogen ester in the form of a polymer and is an extremely long-lasting prodrug of estradiol in the body. The biological half-life of PEP is more than two months. Because PEP works by being converted into estradiol, it is considered to be a natural and bioidentical form of estrogen.The safety profile of parenteral estradiol esters like PEP is greatly improved relative to synthetic oral estrogens like ethinylestradiol and diethylstilbestrol.PEP was discovered around 1953 and was introduced for medical use in the United States in 1957. Along with estradiol undecylate and estradiol valerate, it has been frequently used in the United States and Europe as a parenteral form of estrogen to treat men with prostate cancer.However, it is no longer available in the United States."
1435,"Norgestrel in combination with ethinyl estradiol is indicated for the prevention of pregnancy in women who elect to use this product as a method of contraception.Norgestrel is synthetic steroidal progestin that is for oral contraception. Norgestrel is composed of a racemic mixture of two stereoisomers, dextronorgestrel and levonorgestrel.  However, only the levorotary enantiomer ([levonorgestrel]) is biologically active.Norgestrel (and more specifically the active stereoisomer levonorgestrel) binds to the progesterone and estrogen receptors within the female reproductive tract, the mammary gland, the hypothalamus, and the pituitary. Once bound to the receptor, progestins like levonorgestrel will slow the frequency of release of gonadotropin releasing hormone (GnRH) from the hypothalamus and blunt the pre-ovulatory LH (luteinizing hormone) surge. Loss of the LH surge inhibits ovulation and thereby prevents pregnancy.  "
1436,"It is used as a solvent, emollient, pharmaceutical agent, and sweetening agent.A trihydroxy sugar alcohol that is an intermediate in carbohydrate and lipid metabolism.Glycerin is commonly classified as an osmotic laxative but may act additionally or alternatively through its local irritant effects; it may also have lubricating and fecal softening actions. Glycerin suppositories usually work within 15 to 30 minutes.When administered rectally, glycerin exerts a hygroscopic and/or local irritant action, drawing water from the tissues into the feces and reflexively stimulating evacuation.   Glycerin decreases intraocular pressure by creating an osmotic gradient between the blood and intraocular fluid, causing fluid to move out of the aqueous and vitreous humors into the bloodstream."
1437,"indicated for bowel cleansing prior to colonoscopy or barium enema X-ray examination.Sodium Sulfate Anhydrous is the anhydrous, sodium salt form of sulfuric acid. Sodium sulfate anhydrous disassociates in water to provide sodium ions and sulfate ions. Sodium ion is the principal cation of the extracellular fluid and plays a large part in the therapy of fluid and electrolyte disturbances. Sodium sulfate anhydrous is an electrolyte replenisher and is used in isosmotic solutions so that administration does not disturb normal electrolyte balance and does not lead to absorption or excretion of water and ions.Induces catharsis by the osmotic effects of the unabsorbed sulfate salts and polyethylene glycol (PEG) in the GI tract. Specifically, sulfate salts provide sulfate anions, which are poorly absorbed, and PEG, which is primarily unabsorbed, causes water to be retained in the GI tract resulting in watery diarrhea.MoviPrep produces a watery stool leading to cleansing of the colon. The osmotic activity of polyethylene glycol 3350, sodium sulfate, sodium chloride, potassium chloride, sodium ascorbate, and ascorbic acid, when taken with 1 liter of additional clear fluid, usually results in no net absorption or excretion of ions or water."
1438,"Enalaprilat injection is indicated for the treatment of hypertension when oral therapy is not practical.Enalaprilat is the active metabolite of the orally available pro-drug, [enalapril]. Used in the treatment of hypertension, enalapril is an ACE inhibitor that prevents Angiotensin Converting Enzyme (ACE) from transforming angiotensin I into angiotensin II. As angiotensin II is responsible for vasoconstriction and sodium reabsorption in the proximal tubule of the kidney, down-regulation of this protein results in reduced blood pressure and blood fluid volume. Enalaprilat was originally created to overcome the limitations of the first ACE inhibitor, captopril, which had numerous side effects and left a metallic taste in the mouth. Removal of the problematic thiol group from captopril resulted in enalaprilat, which was then modified further with an ester to create the orally available pro-drug enalapril.    Enalaprilat is poorly orally available and is therefore only available as an intravenous injection for the treatment of hypertension when oral therapy is not possible.Enalaprilat injection results in the reduction of both supine and standing systolic and diastolic blood pressure, usually with no orthostatic component. Symptomatic postural hypotension is therefore infrequent, although it might be anticipated in volume-depleted patients. The onset of action usually occurs within fifteen minutes of administration with the maximum effect occurring within one to four hours. The abrupt withdrawal of enalaprilat has not been associated with a rapid increase in blood pressure.  The duration of hemodynamic effects appears to be dose-related. However, for the recommended dose, the duration of action in most patients is approximately six hours.  Following administration of enalapril, there is an increase in renal blood flow; glomerular filtration rate is usually unchanged. The effects appear to be similar in patients with renovascular hypertension.Enalaprilat is the active metabolite of the orally available pro-drug, enalapril. Used in the treatment of hypertension, enalapril is an ACE inhibitor that prevents Angiotensin Converting Enzyme (ACE) from transforming angiotensin I into angiotensin II. As angiotensin II is responsible for vasoconstriction and sodium reabsorption in the proximal tubule of the kidney, down-regulation of this protein results in reduced blood pressure and blood fluid volume"
1439,"Nonionic, isotonic contrast medium designed for intrathecal use.Iotrolan (trade name Isovist) is an iodine-containing radiocontrast agent, a substance used to improve the visibility of body structures on images obtained by X-ray techniques.As of 2021, it is unknown whether it is still marketed anywhere in the world."
1440,"For the relief of symptoms associated with seasonal allergic rhinitis such as sneezing, rhinorrhea, pruritus, lacrimation, and nasal congestion.Acrivastine is a triprolidine analog antihistamine indicated for the treatment of allergies and hay fever.  As an H1 receptor antagonist, it functions by blocking the action of histamine at this receptor thereby preventing the symptoms associated with histamine release such as pruritis, vasodilation, hypotension, edema, bronchoconstriction, and tachycardia."
1441,"Hydroquinone is used as an OTC topical lightening agent for disorders of hyperpigmentation including melasma, post-inflammatory hyperpigmention, sunspots and freckles. Hydroquinone is a topical lightening product found in  OTC products, and is used to correct skin discoloration associated with disorders of hyperpigmentation including melasma, post-inflammatory hyperpigmention, sunspots, and freckles. It can be used alone, but is more frequently found in combination with other agents such as alpha-hydroxy acids, corticosteroids, retinoids, or sunscreen.      Hydroquinone has come under scrutiny due to several complications associated with its use, including dermal irritation, exogenous onchronosis, and carginogenicity. As a result of these concerns, hydroquinone has been banned in the EU and UK.Hydroquinone reduces melanin pigment production through inhibition of the tyrosinase enzyme, which is involved in the initial step of the melanin pigment biosynthesis pathway. Hydroquinone takes several months to take effect. "
1442,"Ointments or liniments containing methyl salicylate are applied topically as counter irritant for relief of acute pain associated with lumbago,sciatica and rheumatic conditions. Local analgesics for human and veterinary medicine.Methyl salicylate (oil of wintergreen or wintergreen oil) is an organic ester naturally produced by many species of plants, particularly wintergreens. The compound was first extracted and isolated from plant species Gaultheria procumbens in 1843. It can be manufactured synthetically and it used as a fragrance, in foods, beverages, and liniments. It forms a colorless to yellow or reddish liquid and exhibits a characteristic odor and taste of wintergreen. For acute joint and muscular pain, methyl salicylate is used as a rubefacient and analgesic in deep heating liniments. It is used as a flavoring agent in chewing gums and mints in small concentrations and added as antiseptic in mouthwash solutions.Methyl salicylate relieve musculoskeletal pain in the muscles, joints, and tendons by causing irritation and reddening of the skin due to dilated capillaries and increased blood flow. It is pharmacologically similar to aspirin and other NSAIDs but as a topical agent it primarily acts as a rubefacient and skin irritant. Counter-irritation is believed to cause a soothing sensation of warmth.Counter-irritation is thought to be effective at alleviating musculoskeletal pain as the irritation of the sensory nerve endings is thought to alter or offset pain in the underlying muscle or joints that are served by the same nerves [A19285]. This is thought to mask the underlying musculoskeletal pain and discomfort. When applied topically, methyl salicylate is thought to penetrate the skin and underlying tissues where it reversibly inhibits cyclooxygenase enzyme and locally and peripherally prevents the production of inflammatory mediators such as prostaglandin and thromboxane A2. "
1443,"Necitumumab is approved for a first-line treatment for metastatic squamous non-small cell lung cancer (NSCLC). It is not indicated for treatment of non-squamous NSCLC. Necitumumab is an intravenously administered recombinant monoclonal IgG1 antibody used in the treatment of non-small cell lung cancer (NSCLC) as an EGFR antagonist. It functions by binding to epidermal growth factor receptor (EGFR) and prevents binding of its ligands, a process that is involved in cell proliferation, metastasis, angiogenesis, and malignant progression. Binding of necitumumab to EGFR induces receptor internalization and degradation, thereby preventing further activation of EGFR which is beneficial in NSCLC as many patients have increased protein expression of EGFR. Necitumumab is approved for use in combination with cisplatin and gemcitabine as a first-line treatment for metastatic squamous non-small cell lung cancer (NSCLC).Necitumumab is an EGFR antagonist that functions by binding to epidermal growth factor receptor (EGFR) and preventing binding of its ligands, a process that is involved in cell proliferation, metastasis, angiogenesis, and malignant progression. Binding of necitumumab to EGFR induces receptor internalization and degradation."
1444,"Insulin degludec is indicated to improve glycemic control in patients 1 year of age and older with diabetes mellitus.[L42400]Insulin degludec is an ultra-long-acting form of insulin used for the treatment of hyperglycemia caused by Type 1 and Type 2 Diabetes.[A18561,A18562,A18563,A18564,A174934] Insulin is typically prescribed for the management of diabetes mellitus to mimic the activity of endogenously produced human insulin, a peptide hormone produced by beta cells of the pancreas that promotes glucose metabolism.[A18561,A18562,A18563,A18564,A174934] Insulin is released from the pancreas following a meal to promote the uptake of glucose from the blood into internal organs and tissues such as the liver, fat cells, and skeletal muscle.[A18561,A18562,A18563,A18564,A174934] Absorption of glucose into cells allows for its transformation into glycogen or fat for storage.[A18561,A18562,A18563,A18564,A174934] Insulin also inhibits hepatic glucose production, enhances protein synthesis, and inhibits lipolysis and proteolysis among many other functions.[A18561,A18562,A18563,A18564,A174934]    Insulin is an essential treatment in the management of Type 1 Diabetes (T1D) which is caused by an autoimmune reaction that destroys the beta cells of the pancreas, resulting in the body not being able to produce or synthesize the insulin needed to manage circulating blood sugar levels.[A18561,A18562,A18563,A18564,A174934] As a result, people with T1D rely primarily on exogenous forms of insulin, such as insulin degludec, to lower glucose levels in the blood.[A18561,A18562,A18563,A18564,A174934] Insulin is also used in the treatment of Type 2 Diabetes (T2D), another form of diabetes mellitus that is a slowly progressing metabolic disorder caused by a combination of genetic and lifestyle factors that promote chronically elevated blood sugar levels.[A18561,A18562,A18563,A18564,A174934] Without treatment or improvement in non-pharmacological measures such as diet and exercise to lower blood glucose, high blood sugar eventually causes cellular resistance to endogenous insulin, and in the long term, damage to pancreatic islet cells.[A18561,A18562,A18563,A18564,A174934]     Marketed as the brand name product Tresiba, insulin degludec has a duration of action up to 42 hours allowing for once-daily dosing, typically at bedtime.[A18561,A18562,A18563,A18564,A174934] Due to its duration of action, Tresiba is considered ""basal insulin"" as it provides low concentrations of background insulin that can keep blood sugar stable between meals or overnight. Use of basal and bolus insulin together is intended to mimic the pancreas' production of endogenous insulin, with the goal of avoiding any periods of hypoglycemia.[A18561,A18562,A18563,A18564,A174934]    Compared to endogenous insulin, insulin degludec has an added hexadecanedioic acid on lysine at the B29 position, allowing for the formation of multi-hexamers.[A18561,A18562,A18563,A18564,A174934] When injected subcutaneously, these multi-hexamers form a drug depot store from which monomers are slowly and continuously absorbed into circulation.[A18561,A18562,A18563,A18564,A174934] As a result, Insulin Degludec has a protracted time action profile due to the delayed absorption from subcutaneous tissue depots into the systemic circulation.[A18561,A18562,A18563,A18564,A174934] Compared to available long-acting analogs such as [DB00047] and [DB01307], which have a duration of action of 20-24 hours, insulin degludec provides a consistent level of basal insulin over 42 hours with a low peak: trough ratio.[A18561,A18562,A18563,A18564,A174934] Limitations of shorter-acting analogs include more frequent dosing and less stable pharmacokinetics, which may negatively impact patient adherence and glucose control, particularly nocturnal control.[A18561,A18562,A18563,A18564,A174934]    Without an adequate supply of insulin to promote absorption of glucose from the bloodstream, blood sugar levels can climb to dangerously high levels and can result in symptoms such as fatigue, headache, blurred vision, and increased thirst.[A18561,A18562,A18563,A18564,A174934] If left untreated, the body starts to break down fat, instead of glucose, for energy which results in a build-up of ketone acids in the blood and a syndrome called ketoacidosis, which is a life-threatening medical emergency. In the long term, elevated blood sugar levels increase the risk of heart attack, stroke, and diabetic neuropathy.[A18561,A18562,A18563,A18564,A174934]    Insulin Degludec was approved by the FDA in September 2015 as the product Tresiba, for use in providing glycemic control to adults with diabetes mellitus.Insulin is a natural hormone produced by beta cells of the pancreas. In nondiabetic individuals, the pancreas produces a continuous supply of low basal insulin levels and spikes of insulin following meals.[A18561,A18562,A18563,A18564,A174934] Increased insulin secretion following meals is responsible for the metabolic changes that occur as the body transitions from a postabsorptive to an absorptive state.[A18561,A18562,A18563,A18564,A174934] Insulin promotes cellular uptake of glucose, particularly in muscle and adipose tissues, promotes energy storage via glycogenesis, opposes catabolism of energy stores, increases DNA replication and protein synthesis by stimulating amino acid uptake by the liver, muscle and adipose tissue, and modifies the activity of numerous enzymes involved in glycogen synthesis and glycolysis.[A18561,A18562,A18563,A18564,A174934] Insulin also promotes growth and is required for the actions of growth hormone (e.g. protein synthesis, cell division, DNA synthesis).[A18561,A18562,A18563,A18564,A174934] Insulin detemir is a long-acting insulin analogue with a flat and predictable action profile.[A18561,A18562,A18563,A18564,A174934] It mimics the basal insulin levels in diabetic individuals. The onset of action of insulin detemir is 1 to 2 hours and its duration of action is up to 24 hours. Interestingly, it has a lower affinity (30%) for the insulin receptor than human insulin.[A18561,A18562,A18563,A18564,A174934]Insulin detemir binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units.[A231659] The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor.[A231659] The bound receptor autophosphorylates and phosphorylates numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc, and Gab 1.[A231659] Activation of these proteins leads to activation of downstream signaling molecules including PI3 kinase and Akt.[A231659] Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC), both of which play critical roles in metabolism and catabolism.[A231659]"
1445,"Ixazomib is indicated for the treatment of patients with multiple myeloma who have received at least one prior therapy. Ixazomib a second generation proteasome inhibitor (PI) and the first oral PI approved by the FDA in November 2015 for multiple myeloma treatment in combination with 2 other therapies (lenalidomide and dexamethasone) for patients who have received at least 1 prior therapy. It was found to have similar efficacy to bortezomib (the first PI approved for multiple myeloma therapy) in the control of myeloma growth and prevention of bone loss. Ixazomib citrate is marketed by Takeda Pharmaceuticals under the brand name Ninlaro, which is a prodrug that becomes quickly converted to its active metabolite, ixazomib, after administration.In vitro studies have shown ixazomib to induce apoptosis in multiple myeloma cells sensitive or resistant to other conventional therapies. In mouse xenograft models, ixazomib induced tumor growth inhibition.Ixazomib is an N-capped dipeptidyl leucine boronic acid which reversibly inhibits the CT-L proteolytic (β5) site of the 20S proteasome. At higher concentrations, ixazomib also seems to inhibit the proteolytic β1 and β2 subunits and to induce accumulation of ubiquitinated proteins. "
1446,"Silver nitrate is an inorganic compound with the chemical formula AgNO3. In its solid form, silver nitrate is coordinated in a trigonal planar arrangement. It is often used as a precursor to other silver-containing compounds. It is used in making photographic films, and in laboratory setting as a staining agent in protein visualization in PAGE gels and in scanning electron microscopy."
1447,"Pantethine is a naturally occurring compound synthesized in the body from pantothenic acid (vitamin B5) via addition of cysteamine. It consists of two molecules of pantetheine that form a dimer via disufide linkages, and acts as an intermediate in the production of Coenzyme A. Coenzyme A plays an essential role as a cofactor in the metabolism of lipids and carbohydrates including fatty acid oxidation, carbohydrate metabolism, pyruvate degradation, and amino acid catabolism [A27255]. Pantethine is available as a dietary supplement for lowering blood cholesterol and triglycerides."
1448,"Solutions containing methyl cellulose are used as substitute for tears or saliva if the natural production of these fluids is disturbed. It is also used or constipation, diverticulosis, hemorrhoids and irritable bowel syndrome. Used in the manufacture of capsules in nutritional supplements. Its edible and nontoxic properties provide a vegetarian alternative to the use of gelatin.Methyl cellulose polymer consisting of numerous linked glucose molecules used as a stabiliser, thickener and emulsifier for foodstuffs and cosmetics. The Degree of Substitution (DS) of a given form of methyl cellulose is defined as the average number of substituted hydroxyl groups per glucose with a theoretical maximum of 3, however more typical values are 1.3 2.6. Methyl cellulose is a hydrophilic white powder in pure form and dissolves in cold (but not in hot) water, forming a clear viscous solution or gel. It is available under a variety of trade names as a treatment for constipation. Like cellulose, it is not digestible, not toxic, and not allergenicIt increases the bulk in your stool, an effect that helps to cause movement of the intestines. It also works by increasing the amount of water in the stool, making the stool softer and easier to pass.Methylcellulose absorbs water in the gastrointestinal lumen thereby increasing  the bulk of the stool. This leads to distension and stimulation of peristalsis. The ability of methylcellulose to absorb water may contribute to its efficacy in the management of diarrhea by once again increasing the bulk and consistency of the stool."
1449,"Protein C concentrate is indicated for pediatric and adult patients with severe congenital protein C deficiency for the prevention and treatment of venous thrombosis and purpura fulminans.[L12831] It is also found as a component of some prothrombin complex concentrate (i.e. [Factor IX Complex (Human)]) formulations, such as Kcentra.[L12834]Protein C is an endogenously occurring plasma protein that plays a key role within the coagulation cascade. Protein C is a zymogen, or enzyme precursor, of a vitamin K-dependent anticoagulant glycoprotein (serine protease) that is synthesized in the liver. It is converted by the thrombin/thrombomodulin-complex on the endothelial cell surface to Activated Protein C (APC). Once in its activated form, APC functions as a serine protease with potent anticoagulant effects, especially in the presence of its cofactor protein S. APC exerts its effect by inactivating essential components of the coagulation cascade (specifically factors V and VIII), which leads to a decrease in thrombin formation, and therefore a reduction in clot formation.     The Protein C pathway provides a natural mechanism for control of the coagulation system and prevention of excessive procoagulant responses to activating stimuli. A lack of protein C in the body would lead to unchecked coagulation activation, resulting in thrombin generation and intravascular clot formation.    Protein C is available in concentrated form as the product Ceprotin, which is indicated for use in pediatric and adult patients with severe congenital protein C deficiency for the prevention and treatment of venous thrombosis and purpura fulminans.In clinical studies, the intravenous administration of Protein C Concentrate demonstrated a temporary increase, within approximately half an hour of administration, in plasma levels of APC. Replacement of protein C in protein C-deficient patients is expected to control or, if given prophylactically, to prevent thrombotic complications.[L12831]Protein C is an endogenously occurring plasma protein that plays a key role within the coagulation cascade. Also known as blood coagulation factor XIV, Protein C is a zymogen, or enzyme precursor, of a vitamin K-dependent anticoagulant glycoprotein (serine protease) that is synthesized in the liver. It is converted by the thrombin/thrombomodulin-complex on the endothelial cell surface to Activated Protein C (APC). Once in its activated form, APC functions as a serine protease with potent anticoagulant effects, especially in the presence of its cofactor protein S. APC exerts its effect by inactivating essential components of the coagulation cascade (specifically factors V and VIII), which leads to a decrease in thrombin formation, and therefore a reduction in clot formation. "
1450,"Selexipag is indicated for the treatment of pulmonary arterial hypertension (PAH) to delay disease progression and reduce risk of hospitalization.Selexipag was approved by the United States FDA on December 22, 2015 for the treatment of pulmonary arterial hypertension (PAH) to delay disease progression and reduce risk of hospitalization. PAH is a relatively rare disease with usually a poor prognosis requiring more treatment options to prolong long-term outcomes. Marketed by Actelion Pharmaceuticals under brand name Uptravi, selexipag and its active metabolite, ACT-333679 (MRE-269), act as agonists of the prostacyclin receptor to increase vasodilation in the pulmonary circulation and decrease elevated pressure in the blood vessels supplying blood to the lungs.At the maximum tolerated dose of 1600 mcg twice per day, selexipag was not found to prolong the QT interval to a clinically relevant extent. Both selexipag and its metabolite caused concentration-dependent inhibition of platelet aggregation in vitro with IC50 of 5.5 µM and 0.21 µM, respectively. However, at clinically relevant concentrations, there was no effect on platelet aggregation test parameters following multiple dose administration of selexipag in healthy patients. Selexipag is a selective prostacyclin (IP, also called PGI2) receptor agonist. The key features of pulmonary arterial hypertension include a decrease in prostacyclin and prostacyclin synthase (enzyme that helps produce prostacyclin) in the lung. Prostacyclin is a potent vasodilator with anti-proliferative, anti-inflammatory, and anti-thrombotic effects; therefore, there is strong rationale for treatment with IP receptor agonists. Selexipag is chemically distinct as it is not PGI2 or a PGI2 analogue and has high selectivity for the IP receptor. It is metabolized by carboxylesterase 1 to yield an active metabolite (ACT-333679) that is approximately 37 times more potent than selexipag. Both selexipag and its metabolite are selective for the IP receptor over other prostanoid receptors. "
1451,"Alectinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.Alectinib is a second generation oral drug that selectively inhibits the activity of anaplastic lymphoma kinase (ALK) tyrosine kinase. It is specifically used in the treatment of non-small cell lung cancer (NSCLC) expressing the ALK-EML4 (echinoderm microtubule-associated protein-like 4) fusion protein that causes proliferation of NSCLC cells. Inhibition of ALK prevents phosphorylation and subsequent downstream activation of STAT3 and AKT resulting in reduced tumour cell viability.     Approved under accelerated approval in 2015, alectinib is indicated for use in patients who have progressed on or were not tolerant of crizotinib, which is associated with the development of resistance.Alectinib is a second generation oral drug that selectively inhibits the activity of anaplastic lymphoma kinase (ALK) tyrosine kinase. It is specifically used in the treatment of non-small cell lung cancer (NSCLC) expressing the ALK-EML4 (echinoderm microtubule-associated protein-like 4) fusion protein that causes proliferation of NSCLC cells. Inhibition of ALK prevents phosphorylation and subsequent downstream activation of STAT3 and AKT resulting in reduced tumour cell viability. Both alectinib and its major active metabolite M4 demonstrate similar in vivo and in vitro activity against multiple mutant forms of ALK. "
1452,"Was used for the treatment of bacterial infections.Cefroxadine is an orally available cephalosporin antibiotic. As part of its drug class,. It was used in Italy but has since been withdrawn.Cefroxadine is a cephalosporin antibiotic which produces a bactericidal effect on susceptible bacteria [A7957].Cefrixadine is a cephalosporin antibiotic, a class of β-lactam antibiotics similar to penicillins, which binds to and inhibits penicillin binding proteins (PBPs) [T29]. PBPs are responsible for catalyzing the transpeptidase reaction which cross-links the peptide side chains on the sugar residues of a peptidoglycan unit, adding the unit to the peptidoglycan layer. This disrupts the balance between the hydrolysis of peptidoglycan, in order to insert new peptidoglycan units, by murein hydrolase and the attachment of the new units which leads to overall destruction of the peptidoglycan layer. With the loss of its peptidoglycan layer the cell also loses its resistance to the high osmotic pressure inside its membrane and lyses."
1453,"Alfaxalone, also known as alphaxalone or alphaxolone, is a neuroactive steroid and general anaesthetic. It is used in veterinary practice under the trade name Alfaxan, and is licensed for use in both dogs and cats. Along with alfadolone, it is also one of the constituents of anesthetic drug mixture althesin."
1454,"Altrenogest, also known as allyltrenbolone, is a steroidal progestin that is widely used in veterinary medicine to suppress estrus in animals.Altrenogest, sold under the brand names Swinemate and Altren manufactured by Aurora Pharmaceutical and Regumate manufactured by Merck, is a progestin of the 19-nortestosterone group which is widely used in veterinary medicine to suppress or synchronize estrus in horses and pigs.It is available for veterinary use in both Europe (as Regumate) and the United States (as Matrix)."
1455,"Azaperone is a pyridinylpiperazine and butyrophenone agent that is capable of eliciting neuroleptic sedative and antiemetic effects. It is subsequently employed predominantly as a veterinary tranquilizer and mainly for pigs and elephants. At the same time, the agent generally does not see equine use as particular adverse reactions may happen. More rarely it may be used in humans as an antipsychotic drug, but this is uncommon."
1456,Cefalonium is the first generation of β - lactam cephalosporin antibiotics widely used in the study of mastitis caused by Gram positive bacteria (including Staphylococcus).
1457,"No approved therapeutic indications on its own. Chlorobutanol, or chlorbutol, is an alcohol-based preservative with no surfactant activity [A32746]. It also elicits sedative-hypnotic and weak local anesthetic actions in addition to antibacterial and antifungal properties. Similar in nature to chloral hydrate, it is formed by the simple nucleophilic addition of chloroform and acetone.     As a long-term stabilizer of multi-ingredient preparations, chlorobutanol is normally used at a concentration of 0.5%. At this concentration, it also conserves its antimicrobial activity.     Due to the long terminal half-life of 37 days, the use of chlorobutanol as a sedative is limited because of the considerable accumulation which will occur following multiple dosing [A32743]. Chlorobutanol is a common detergent preservative in eye drops and other ophthalmic therapeutic formulations [A32744].Chlorobutanol is a detergent preservative with a broad spectrum of antimicrobial activity [A32744]. _In vitro_, chlorobutanol demonstrated to inhibit platelet aggregation and release via unknown mechanisms [A32739]. A study proposes that the antiplatelet effect of chlorobutanol may occur from inhibition of the arachidonic acid pathway [A32739]. It attenuated thromboxane B2 formation, elevation of cytosolic free calcium, and ATP release, and additionally exhibited a significant inhibitory activity toward several aggregation inducers in a time- and concentration-dependent manner [A32739]. Chlorobutanol may exert a direct negative inotropic effect on myocardial cells to isometric tension produced by the heart [A32740]. Chlorobutanol was shown to induce conjunctival and corneal cell toxicity _in vitro_: at a concentration of 0.1%, Cbl caused near depletion of the squamous layer while degeneration of corneal epithelial cells, generation of conspicuous membranous blebs, cytoplasmic swelling, and occasional breaks in the external cell membrane were observed at a concentration of 0.5% [A32744]. As a detergent, chlorobutanol disrupts the lipid structure of the cell membrane and increases the cell permeability, leading to cell lysis [A32744]. It induces conjunctival and corneal cell toxicity via causing cell retraction and cessation of normal cytokines, cell movement, and mitotic activity [A32744]. It disrupts the barrier and transport properties of the corneal epithelium as well as inhibits the utilization of oxygen by the cornea [A32744]. Chlorobutanol also inhibits oxygen use by the cornea, which increases susceptibility to infection [A32746]."
1458,Danofloxacin is an antibiotic agent from the family of the fluoroquinolones used in veterinary medicine.
1459,"Deracoxib is a non-steroidal anti-inflammatory drug of the coxib class, used in veterinary medicine to treat osteoarthritis in dogs. It is sold in tablets, which have added beefy flavour to increase palatability. Deramaxx received FDA approval in August 2002 for ""the control of post operative pain and inflammation associated with orthopedic surgery in dogs."
1460,"Dichlorvos or 2,2-dichlorovinyl dimethyl phosphate is a drug of the organophosphate class, frequently used as an insecticide for the control of  indoor pests and for the protection of stored products from insect infestations. The compound has been available on the market since 1961 and its use is a controversial topic due to environmental and health concerns. Dichlorvos is found in urban waterways and its toxicity may impact humans, leading to poisoning, neurotoxicity, and cancer."
1461,"Enrofloxacin is an antibiotic agent from the fluoroquinolone family produced by the Bayer Corporation. Enrofloxacin is approved by the FDA for its veterinary use. Due to the identification of fluoroquinolone-resistant strains of Campylobacter, in September 2005, the FDA withdrew the approval of enrofloxacin for its use in water to treat flocks of poultry."
